"section|102(a)(4)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:102/ss:a/p:4", "1"
"section|1111(b)(2)(C)(v)(II)|of|the|Elementary|and|Secondary|Education|Act|of|1965", "Elementary and Secondary Education Act of 1965/s:1111/ss:b/p:2/sp:C/cl:v/scl:II", "17"
"Department|of|Defense|Survivor|Benefits|Continuing|Appropriations|Resolution,|2014", "Department of Defense Survivor Benefits Continuing Appropriations Resolution, 2014", "3"
"section|614|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:614", "1"
"Subtitle|D|of|title|II|of|the|Department|of|Agriculture|Reorganization|Act|of|1994", "Department of Agriculture Reorganization Act of 1994/t:II/st:D", "10"
"subsection|(e)|of|section|403|of|the|Foreign|Intelligence|Surveillance|Act|of|1978", "Foreign Intelligence Surveillance Act of 1978/s:403/ss:e", "1"
"Section|108|of|the|Children's|Health|Insurance|Program|Reauthorization|Act|of|2009", "Children's Health Insurance Program Reauthorization Act of 2009/s:108", "1"
"Section|102|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:102", "5"
"section|251(a)(1)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:a/p:1", "1"
"Section|111(b)(1)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:111/ss:b/p:1", "1"
"subsection|(h)|of|section|561|of|the|Housing|and|Community|Development|Act|of|1987", "Housing and Community Development Act of 1987/s:561/ss:h", "1"
"section|207|of|title|II|of|division|D|of|the|Consolidated|Appropriations|Act,|2014", "Consolidated Appropriations Act, 2014/d:D/t:II/s:207", "3"
"Section|3(8)(B)(ii)|of|the|Migrant|and|Seasonal|Agricultural|Worker|Protection|Act", "Migrant and Seasonal Agricultural Worker Protection Act/s:3/ss:8/p:B/sp:ii", "1"
"Section|1007|of|the|Federal|Financial|Institutions|Examination|Council|Act|of|1978", "Federal Financial Institutions Examination Council Act of 1978/s:1007", "1"
"section|2401(a)|of|the|Military|Construction|Authorization|Act|of|Fiscal|Year|2007", "Military Construction Authorization Act of Fiscal Year 2007/s:2401/ss:a", "1"
"Section|251(b)(1)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:b/p:1", "4"
"section|325(b)|of|the|Tax|Extenders|and|Alternative|Minimum|Tax|Relief|Act|of|2008", "Tax Extenders and Alternative Minimum Tax Relief Act of 2008/s:325/ss:b", "4"
"Section|501|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:501", "3"
"Section|3001(h)(1)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:3001/ss:h/p:1", "1"
"Subsection|(a)|of|section|106|of|the|Housing|and|Community|Development|Act|of|1974", "Housing and Community Development Act of 1974/s:106/ss:a", "1"
"section|6(b)|of|the|United|States-Israel|Enhanced|Security|Cooperation|Act|of|2012", "United States-Israel Enhanced Security Cooperation Act of 2012/s:6/ss:b", "1"
"(d)|of|section|303|of|the|Federal|Property|and|Administrative|Services|Act|of|1949", "Federal Property and Administrative Services Act of 1949/s:303/ss:d", "2"
"Section|251(a)(3)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:a/p:3", "2"
"subsection|(i)|of|section|103|of|the|Foreign|Intelligence|Surveillance|Act|of|1978", "Foreign Intelligence Surveillance Act of 1978/s:103/ss:i", "2"
"section|913(g)(1)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:913/ss:g/p:1", "4"
"section|136|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1990|and|1991", "Foreign Relations Authorization Act, Fiscal Years 1990 and 1991/s:136", "1"
"section|102|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:102", "22"
"section|101|of|the|Securing|Energy|Critical|Elements|and|American|Jobs|Act|of|2013", "Securing Energy Critical Elements and American Jobs Act of 2013/s:101", "1"
"section|202|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:202", "1"
"Section|403|of|the|Veterans'|Mental|Health|and|Other|Care|Improvements|Act|of|2008", "Veterans' Mental Health and Other Care Improvements Act of 2008/s:403", "4"
"Section|1003|of|the|Federal|Financial|Institutions|Examination|Council|Act|of|1978", "Federal Financial Institutions Examination Council Act of 1978/s:1003", "4"
"Subparagraph|(A)|of|section|133(c)(2)|of|the|Education|Sciences|Reform|Act|of|2002", "Education Sciences Reform Act of 2002/s:133/ss:c/p:2/sp:A", "2"
"section|761(a)(6)|of|the|Dodd-Frank|Wall|Street|Reform|and|Consumer|Protection|Act", "Dodd-Frank Wall Street Reform and Consumer Protection Act/s:761/ss:a/p:6", "1"
"section|113(b)(2)(A)(ii)|of|the|Carl|D.|Perkins|Career|and|Technical|Education|Act", "Carl D. Perkins Career and Technical Education Act/s:113/ss:b/p:2/sp:A/cl:ii", "1"
"part|B|of|title|III|of|the|Juvenile|Justice|and|Delinquency|Prevention|Act|of|1974", "Juvenile Justice and Delinquency Prevention Act of 1974/t:III/pt:B", "1"
"Section|621|of|the|Children's|Health|Insurance|Program|Reauthorization|Act|of|2009", "Children's Health Insurance Program Reauthorization Act of 2009/s:621", "1"
"section|512(c)(2)(B)|of|the|Indian|Self-Determination|and|Education|Assistance|Act", "Indian Self-Determination and Education Assistance Act/s:512/ss:c/p:2/sp:B", "1"
"Section|804|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1990|and|1991", "Foreign Relations Authorization Act, Fiscal Years 1990 and 1991/s:804", "3"
"subchapter|II|of|chapter|98|of|the|Harmonized|Tariff|Schedule|of|the|United|States", "Harmonized Tariff Schedule of the United States/ch:98/sch:II", "2"
"Subsection|(d)|of|section|501|of|the|Foreign|Intelligence|Surveillance|Act|of|1978", "Foreign Intelligence Surveillance Act of 1978/s:501/ss:d", "1"
"section|307(b)|of|the|District|of|Columbia|Court|Reform|and|Criminal|Procedure|Act", "District of Columbia Court Reform and Criminal Procedure Act/s:307/ss:b", "1"
"Paragraph|(6)|of|section|1334(a)|of|the|Patient|protection|and|Affordable|Care|Act", "Patient Protection and Affordable Care Act/s:1334/ss:a/p:6", "2"
"Paragraph|(1)|of|subsection|(a)|of|section|2|of|the|Export-Import|Bank|Act|of|1945", "Export-Import Bank Act of 1945/s:2/ss:a/p:1", "1"
"section|3(a)|of|the|Stop|Child|Abuse|in|Residential|Programs|for|Teens|Act|of|2014", "Stop Child Abuse in Residential Programs for Teens Act of 2014/s:3/ss:a", "1"
"Section|3002(c)(4)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:3002/ss:c/p:4", "1"
"(e)|of|section|302|of|the|Iran|Threat|Reduction|and|Syria|Human|Rights|Act|of|2012", "Iran Threat Reduction and Syria Human Rights Act of 2012/s:302/ss:e", "1"
"Section|105(f)(1)(B)(ix)|of|the|Compact|of|Free|Association|Amendments|Act|of|2003", "Compact of Free Association Amendments Act of 2003/s:105/ss:f/p:1/sp:B/cl:ix", "2"
"section|327|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:327", "3"
"section|417|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:417", "5"
"title|I|of|the|United|Nations|Transparency,|Accountability,|and|Reform|Act|of|2013", "United Nations Transparency, Accountability, and Reform Act of 2013/t:I", "1"
"section|7209(b)(1)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:7209/ss:b/p:1", "3"
"Section|908(b)(4)|of|the|Trade|Sanctions|Reform|and|Export|Enhancement|Act|of|2000", "Trade Sanctions Reform and Export Enhancement Act of 2000/s:908/ss:b/p:4", "1"
"section|11(a)|of|the|Forest|and|Rangeland|Renewable|Resources|Planning|Act|of|1974", "Forest and Rangeland Renewable Resources Planning Act of 1974/s:11/ss:a", "27"
"Section|202(a)|of|the|Federal-State|Extended|Unemployment|Compensation|Act|of|1970", "Federal-State Extended Unemployment Compensation Act of 1970/s:202/ss:a", "1"
"Joint|Resolution|designating|the|day|of|August|7,|1989,|as|National|Lighthouse|Day", "Joint Resolution designating the day of August 7, 1989, as National Lighthouse Day", "1"
"Subsection|(d)|of|section|184|of|the|Housing|and|Community|Development|Act|of|1992", "Housing and Community Development Act of 1992/s:184/ss:d", "1"
"section|105(a)(2)|of|Blair|Holt’s|Handgun|Licensing|and|Record|of|Sale|Act|of|2013", "Blair Holt's Firearm Licensing and Record of Sale Act of 2013/s:105/ss:a/p:2", "1"
"Section|256(h)(4)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:256/ss:h/p:4", "1"
"clauses|(ii)|and|(iii)|of|section|48(c)(3)(A)|of|the|Internal|Revenue|Code|of|1986", "Internal Revenue Code of 1986/s:48/ss:c/p:3/sp:A/cl:ii, iii", "1"
"Section|411(h)(1)(D)(ii)|of|the|Surface|Mining|Control|and|Reclamation|Act|of|1977", "Surface Mining Control and Reclamation Act of 1977/s:411/ss:h/p:1/sp:D/cl:ii", "3"
"421|of|the|Personal|Responsibility|and|Work|Opportunity|Reconciliation|Act|of|1996", "Personal Responsibility and Work Opportunity Reconciliation Act of 1996/s:421", "3"
"Section|502(b)(1)|of|the|Railroad|Revitalization|and|Regulatory|Reform|Act|of|1976", "Railroad Revitalization and Regulatory Reform Act of 1976/s:502/ss:b/p:1", "1"
"Section|151|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1990|and|1991", "Foreign Relations Authorization Act, Fiscal Years 1990 and 1991/s:151", "1"
"Section|1062(f)(1)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:1062/ss:f/p:1", "5"
"Section|254(c)(4)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:254/ss:c/p:4", "4"
"section|1(b)|of|the|Cuban|Liberty|and|Democratic|Solidarity|(LIBERTAD)|Act|of|1996", "Cuban Liberty and Democratic Solidarity (LIBERTAD) Act of 1996/s:1/ss:b", "2"
"Section|1008|of|the|Federal|Financial|Institutions|Examination|Council|Act|of|1978", "Federal Financial Institutions Examination Council Act of 1978/s:1008", "2"
"section|3629|of|the|Energy|Employees|Occupational|Illness|Compensation|Program|Act", "Energy Employees Occupational Illness Compensation Program Act/s:3629", "2"
"section|3|of|the|Secure|Rural|Schools|and|Community|Self-Determination|Act|of|2000", "Secure Rural Schools and Community Self-Determination Act of 2000/s:3", "2"
"Section|136|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1990|and|1991", "Foreign Relations Authorization Act, Fiscal Years 1990 and 1991/s:136", "4"
"section|725|of|the|Implementing|Recommendations|of|the|9/11|Commission|Act|of|2007", "Implementing Recommendations of the 9-11 Commission Act of 2007/s:725", "1"
"paragraphs|(5),|(6),|(8),|(10),|(12),|(13),|(14),|(15),|(18),|(19),|(21),|and|(24)", "Toxic Substances Control Act/s:3/p:5,6,8,10,12,13,14,15,18,19,21,24", "1"
"Section|257(b)(2)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:257/ss:b/p:2", "8"
"section|301(a)(3)|of|the|Omnibus|Diplomatic|Security|and|Antiterrorism|Act|of|1986", "Omnibus Diplomatic Security and Antiterrorism Act of 1986/s:301/ss:a/p:3", "1"
"Part|IV|of|subtitle|B|of|title|I|of|the|National|and|Community|Service|Act|of|1990", "National and Community Service Act of 1990/t:I/st:B/pt:IV", "1"
"431|of|the|Personal|Responsibility|and|Work|Opportunity|Reconciliation|Act|of|1996", "Personal Responsibility and Work Opportunity Reconciliation Act of 1996/s:431", "1"
"section|401|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:401", "28"
"Subparagraph|(A)|of|section|1307(a)(1)|of|the|National|Flood|Insurance|Act|of|1968", "National Flood Insurance Act of 1968/s:1307/ss:a/p:1/sp:A", "2"
"Title|IV|of|the|Agricultural|Research,|Extension,|and|Education|Reform|Act|of|1998", "Agricultural Research, Extension, and Education Reform Act of 1998/t:IV", "4"
"Section|101(a)|of|division|A|of|the|American|Recovery|and|Reinvestment|Act|of|2009", "American Recovery and Reinvestment Act of 2009/d:A/s:101/ss:a", "2"
"Section|614|of|the|Children's|Health|Insurance|Program|Reauthorization|Act|of|2009", "Children's Health Insurance Program Reauthorization Act of 2009/s:614", "1"
"Section|401|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:401", "3"
"subparagraph|(C)(i)|of|paragraph|(7)|of|section|1848(m)|of|the|Social|Security|Act", "Social Security Act/s:1848/ss:m/p:7/sp:C/cl:i", "1"
"Border|Enforcement|Accountability,|Oversight,|and|Community|Engagement|Act|of|2014", "Border Enforcement Accountability, Oversight, and Community Engagement Act of 2014", "1"
"Subsection|(b)|of|section|4|of|the|Department|of|Housing|and|Urban|Development|Act", "Department of Housing and Urban Development Act/s:4/ss:b", "3"
"section|105(f)(1)(B)(ix)|of|the|Compact|of|Free|Association|Amendments|Act|of|2003", "Compact of Free Association Amendments Act of 2003/s:105/ss:f/p:1/sp:B/cl:ix", "1"
"Electronic|Employment|Eligibility|Verification|and|Illegal|Immigration|Control|Act", "Electronic Employment Eligibility Verification and Illegal Immigration Control Act", "4"
"section|214|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1992|and|1993", "Foreign Relations Authorization Act, Fiscal Years 1992 and 1993/s:214", "3"
"section|404|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:404", "1"
"Nationally|Enhancing|the|Wellbeing|of|Babies|through|Outreach|and|Research|Now|Act", "Nationally Enhancing the Wellbeing of Babies through Outreach and Research Now Act", "1"
"paragraphs|(1)|through|(3)|of|section|104(f)|of|the|Foreign|Assistance|Act|of|1961", "Foreign Assistance Act of 1961/s:104/ss:f/p:1..3", "1"
"section|250(c)(9)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:250/ss:c/p:9", "5"
"Section|404|of|the|Foreign|Relations|Authorization|Act,|Fiscal|Years|1992|and|1993", "Foreign Relations Authorization Act, Fiscal Years 1992 and 1993/s:404", "1"
"section|701(f)(3)(B)(i)(II)|of|the|Employee|Retirement|Income|Security|Act|of|1974", "Employee Retirement Income Security Act of 1974/s:701/ss:f/p:3/sp:B/cl:i/scl:II", "1"
"Paragraph|(3)|of|section|9008(e)|of|the|Patient|Protection|and|Affordable|Care|Act", "Patient Protection and Affordable Care Act/s:9008/ss:e/p:3", "2"
"section|3|of|the|of|the|Carl|D.|Perkins|Career|and|Technical|Education|Act|of|2006", "of the Carl D. Perkins Career and Technical Education Act of 2006/s:3", "1"
"Rebalance|for|an|Effective|Defense|Uniform|and|Civilian|Employees|Act|(REDUCE|Act)", "Rebalance for an Effective Defense Uniform and Civilian Employees Act (REDUCE Act)", "1"
"Section|621|of|the|Advanced|Geothermal|Energy|Research|and|Development|Act|of|2007", "Advanced Geothermal Energy Research and Development Act of 2007/s:621", "1"
"Section|251(c)(5)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:251/ss:c/p:5", "1"
"Section|7208(k)(4)|of|the|Intelligence|Reform|and|Terrorism|Prevention|Act|of|2004", "Intelligence Reform and Terrorism Prevention Act of 2004/s:7208/ss:k/p:4", "3"
"Section|254(f)(3)|of|the|Balanced|Budget|and|Emergency|Deficit|Control|Act|of|1985", "Balanced Budget and Emergency Deficit Control Act of 1985/s:254/ss:f/p:3", "3"
"section|420|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:420", "3"
"Section|606(a)|of|the|Secure|Embassy|Construction|and|Counterterrorism|Act|of|1999", "Secure Embassy Construction and Counterterrorism Act of 1999/s:606/ss:a", "4"
"section|604(e)|of|the|Secure|Embassy|Construction|and|Counterterrorism|Act|of|1999", "Secure Embassy Construction and Counterterrorism Act of 1999/s:604/ss:e", "5"
"Section|422|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:422", "3"
"section|406|of|the|Robert|T.|Stafford|Disaster|Relief|and|Emergency|Assistance|Act", "Robert T. Stafford Disaster Relief and Emergency Assistance Act/s:406", "10"
"subtitle|B|of|title|II|of|the|Health|Care|and|Education|Reconciliation|Act|of|2011", "Health Care and Education Reconciliation Act of 2011/t:II/st:B", "7"
